trial_id,timestamp,model,game,game_name,motivation,prompt_variant,nash_action,nash_type,nash_note,parsed_action,is_valid,is_nash,tokens_used,api_error
aafdce16,2026-06-29T00:38:41.418311,protected.gemini-2.5-flash,prisoners_dilemma,Prisoner's Dilemma,real,0,B,pure,Defect (B) — strictly dominant strategy,B,True,True,164,
07538fb9,2026-06-29T00:38:45.117685,protected.gemini-2.5-flash,prisoners_dilemma,Prisoner's Dilemma,real,4,B,pure,Defect (B) — strictly dominant strategy,B,True,True,333,
f6d7de2d,2026-06-29T00:38:47.743559,protected.gemini-2.5-flash,prisoners_dilemma,Prisoner's Dilemma,real,1,B,pure,Defect (B) — strictly dominant strategy,B,True,True,153,
01c6a4e7,2026-06-29T00:38:49.886131,protected.gemini-2.5-flash,prisoners_dilemma,Prisoner's Dilemma,real,4,B,pure,Defect (B) — strictly dominant strategy,B,True,True,144,
4b618ecc,2026-06-29T00:38:52.008898,protected.gemini-2.5-flash,prisoners_dilemma,Prisoner's Dilemma,real,2,B,pure,Defect (B) — strictly dominant strategy,B,True,True,161,
e30f5229,2026-06-29T00:38:54.559989,protected.gemini-2.5-flash,prisoners_dilemma,Prisoner's Dilemma,real,2,B,pure,Defect (B) — strictly dominant strategy,B,True,True,161,
06ce824c,2026-06-29T00:38:57.266501,protected.gemini-2.5-flash,prisoners_dilemma,Prisoner's Dilemma,real,1,B,pure,Defect (B) — strictly dominant strategy,B,True,True,153,
e012ce16,2026-06-29T00:38:59.403307,protected.gemini-2.5-flash,prisoners_dilemma,Prisoner's Dilemma,real,4,B,pure,Defect (B) — strictly dominant strategy,B,True,True,144,
d1a40e3f,2026-06-29T00:39:01.528358,protected.gemini-2.5-flash,prisoners_dilemma,Prisoner's Dilemma,real,1,B,pure,Defect (B) — strictly dominant strategy,B,True,True,153,
4fab72b8,2026-06-29T00:39:04.055948,protected.gemini-2.5-flash,prisoners_dilemma,Prisoner's Dilemma,real,1,B,pure,Defect (B) — strictly dominant strategy,B,True,True,153,
d5b6ed5d,2026-06-29T00:39:06.238940,protected.gemini-2.5-flash,prisoners_dilemma,Prisoner's Dilemma,real,0,B,pure,Defect (B) — strictly dominant strategy,B,True,True,164,
b2ce44cb,2026-06-29T00:39:08.485620,protected.gemini-2.5-flash,prisoners_dilemma,Prisoner's Dilemma,real,2,B,pure,Defect (B) — strictly dominant strategy,B,True,True,161,
c52054de,2026-06-29T00:39:11.162049,protected.gemini-2.5-flash,prisoners_dilemma,Prisoner's Dilemma,real,1,B,pure,Defect (B) — strictly dominant strategy,B,True,True,153,
b0d62747,2026-06-29T00:39:13.303485,protected.gemini-2.5-flash,prisoners_dilemma,Prisoner's Dilemma,real,4,B,pure,Defect (B) — strictly dominant strategy,B,True,True,144,
619917f6,2026-06-29T00:39:15.436022,protected.gemini-2.5-flash,prisoners_dilemma,Prisoner's Dilemma,real,3,B,pure,Defect (B) — strictly dominant strategy,B,True,True,139,
fb0ae47f,2026-06-29T00:39:17.551865,protected.gemini-2.5-flash,prisoners_dilemma,Prisoner's Dilemma,real,1,B,pure,Defect (B) — strictly dominant strategy,B,True,True,153,
17042d26,2026-06-29T00:39:19.806554,protected.gemini-2.5-flash,prisoners_dilemma,Prisoner's Dilemma,real,1,B,pure,Defect (B) — strictly dominant strategy,B,True,True,153,
1fba078e,2026-06-29T00:39:22.412296,protected.gemini-2.5-flash,prisoners_dilemma,Prisoner's Dilemma,real,3,B,pure,Defect (B) — strictly dominant strategy,B,True,True,139,
3b51c1de,2026-06-29T00:39:24.681541,protected.gemini-2.5-flash,prisoners_dilemma,Prisoner's Dilemma,real,0,B,pure,Defect (B) — strictly dominant strategy,B,True,True,164,
081f14d6,2026-06-29T00:39:27.295193,protected.gemini-2.5-flash,prisoners_dilemma,Prisoner's Dilemma,real,1,B,pure,Defect (B) — strictly dominant strategy,B,True,True,153,
0dbbc3c8,2026-06-29T00:39:35.959157,protected.gemini-2.5-flash,matching_pennies,Matching Pennies,real,3,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,1197,
67065825,2026-06-29T00:39:38.220596,protected.gemini-2.5-flash,matching_pennies,Matching Pennies,real,3,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,129,
41fc376d,2026-06-29T00:39:45.053681,protected.gemini-2.5-flash,matching_pennies,Matching Pennies,real,1,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,974,
8a5d167e,2026-06-29T00:39:59.899558,protected.gemini-2.5-flash,matching_pennies,Matching Pennies,real,2,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,2258,
3d3709d4,2026-06-29T00:40:07.048659,protected.gemini-2.5-flash,matching_pennies,Matching Pennies,real,0,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,902,
8459dd80,2026-06-29T00:40:32.820299,protected.gemini-2.5-flash,matching_pennies,Matching Pennies,real,4,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,4734,
b198e1cd,2026-06-29T00:40:35.467034,protected.gemini-2.5-flash,matching_pennies,Matching Pennies,real,3,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,129,
f27b7732,2026-06-29T00:40:38.104960,protected.gemini-2.5-flash,matching_pennies,Matching Pennies,real,1,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,128,
3ea1ed32,2026-06-29T00:40:40.291586,protected.gemini-2.5-flash,matching_pennies,Matching Pennies,real,1,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,128,
c5722008,2026-06-29T00:40:43.032519,protected.gemini-2.5-flash,matching_pennies,Matching Pennies,real,3,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,129,
9106cc19,2026-06-29T00:40:45.248629,protected.gemini-2.5-flash,matching_pennies,Matching Pennies,real,2,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,154,
c98ae35a,2026-06-29T00:40:47.386363,protected.gemini-2.5-flash,matching_pennies,Matching Pennies,real,3,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,129,
bc12051d,2026-06-29T00:40:50.564845,protected.gemini-2.5-flash,matching_pennies,Matching Pennies,real,4,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,131,
264807da,2026-06-29T00:40:52.690595,protected.gemini-2.5-flash,matching_pennies,Matching Pennies,real,3,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,129,
f9d29af0,2026-06-29T00:40:55.273892,protected.gemini-2.5-flash,matching_pennies,Matching Pennies,real,0,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,125,
24f5f375,2026-06-29T00:40:57.855637,protected.gemini-2.5-flash,matching_pennies,Matching Pennies,real,3,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,129,
baa8d2fa,2026-06-29T00:41:00.018770,protected.gemini-2.5-flash,matching_pennies,Matching Pennies,real,0,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,125,
6018cb24,2026-06-29T00:41:02.149978,protected.gemini-2.5-flash,matching_pennies,Matching Pennies,real,4,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,131,
22b846fd,2026-06-29T00:41:04.744431,protected.gemini-2.5-flash,matching_pennies,Matching Pennies,real,1,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,128,
c3a3a955,2026-06-29T00:41:07.259851,protected.gemini-2.5-flash,matching_pennies,Matching Pennies,real,2,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,154,
9f265820,2026-06-29T00:41:09.461936,protected.gemini-2.5-flash,matching_pennies,Matching Pennies,real,0,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,125,
7521ba76,2026-06-29T00:41:11.616431,protected.gemini-2.5-flash,matching_pennies,Matching Pennies,real,4,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,131,
174dcb79,2026-06-29T00:41:13.710877,protected.gemini-2.5-flash,matching_pennies,Matching Pennies,real,3,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,129,
20a2b6fc,2026-06-29T00:41:16.207643,protected.gemini-2.5-flash,matching_pennies,Matching Pennies,real,1,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,128,
8e7200a0,2026-06-29T00:41:18.295712,protected.gemini-2.5-flash,matching_pennies,Matching Pennies,real,1,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,128,
561d4f9e,2026-06-29T00:41:20.437862,protected.gemini-2.5-flash,matching_pennies,Matching Pennies,real,3,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,129,
c52df905,2026-06-29T00:41:22.495795,protected.gemini-2.5-flash,matching_pennies,Matching Pennies,real,3,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,129,
4ae26f43,2026-06-29T00:41:24.641455,protected.gemini-2.5-flash,matching_pennies,Matching Pennies,real,3,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,129,
37ecbdb2,2026-06-29T00:41:27.215275,protected.gemini-2.5-flash,matching_pennies,Matching Pennies,real,1,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,128,
0f196aec,2026-06-29T00:41:29.345486,protected.gemini-2.5-flash,matching_pennies,Matching Pennies,real,1,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,128,
f52569ac,2026-06-29T00:41:42.622825,protected.gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,real,2,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,2113,
a2c7e985,2026-06-29T00:41:56.737775,protected.gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,real,3,"A,B,C",mixed,Mixed NE: play each with probability 1/3,C,True,True,2260,
467cdf04,2026-06-29T00:42:02.919919,protected.gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,real,4,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,878,
b0228c72,2026-06-29T00:42:05.119487,protected.gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,real,4,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,166,
ce17fbdd,2026-06-29T00:42:07.788214,protected.gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,real,3,"A,B,C",mixed,Mixed NE: play each with probability 1/3,C,True,True,133,
35b54f3c,2026-06-29T00:42:13.709207,protected.gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,real,1,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,617,
0919b7e6,2026-06-29T00:42:16.593950,protected.gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,real,4,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,166,
d6db9e76,2026-06-29T00:42:18.704501,protected.gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,real,4,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,166,
c0514495,2026-06-29T00:42:20.821103,protected.gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,real,2,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,136,
00bfc398,2026-06-29T00:42:23.003576,protected.gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,real,1,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,136,
c351a4d1,2026-06-29T00:42:25.209781,protected.gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,real,4,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,166,
5595c5d4,2026-06-29T00:42:27.289700,protected.gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,real,2,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,136,
8124ca8d,2026-06-29T00:42:29.864441,protected.gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,real,4,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,166,
518654fc,2026-06-29T00:42:32.019705,protected.gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,real,4,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,166,
55758456,2026-06-29T00:42:34.678669,protected.gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,real,4,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,166,
85e0d9ff,2026-06-29T00:42:42.011925,protected.gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,real,0,"A,B,C",mixed,Mixed NE: play each with probability 1/3,A,True,True,997,
c89c9958,2026-06-29T00:42:44.108355,protected.gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,real,1,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,136,
32d45f35,2026-06-29T00:42:46.400870,protected.gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,real,3,"A,B,C",mixed,Mixed NE: play each with probability 1/3,C,True,True,133,
fcd5314b,2026-06-29T00:42:48.913459,protected.gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,real,1,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,136,
d3340c4a,2026-06-29T00:42:51.170089,protected.gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,real,4,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,166,
f733a608,2026-06-29T00:42:53.401785,protected.gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,real,4,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,166,
4916ba23,2026-06-29T00:42:55.616458,protected.gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,real,2,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,136,
da9e719f,2026-06-29T00:42:57.856008,protected.gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,real,4,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,166,
a1f93b59,2026-06-29T00:43:00.072944,protected.gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,real,1,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,136,
9227c907,2026-06-29T00:43:02.429180,protected.gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,real,3,"A,B,C",mixed,Mixed NE: play each with probability 1/3,C,True,True,133,
671f7689,2026-06-29T00:43:05.136421,protected.gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,real,0,"A,B,C",mixed,Mixed NE: play each with probability 1/3,A,True,True,132,
8ffdc741,2026-06-29T00:43:07.332085,protected.gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,real,3,"A,B,C",mixed,Mixed NE: play each with probability 1/3,C,True,True,133,
b67831e4,2026-06-29T00:43:09.511031,protected.gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,real,0,"A,B,C",mixed,Mixed NE: play each with probability 1/3,A,True,True,132,
fa80b910,2026-06-29T00:43:12.176817,protected.gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,real,2,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,136,
5931fc6a,2026-06-29T00:43:14.862549,protected.gemini-2.5-flash,rock_paper_scissors,Rock Paper Scissors,real,3,"A,B,C",mixed,Mixed NE: play each with probability 1/3,C,True,True,133,
046d84b3,2026-06-29T00:43:21.803847,protected.gemini-2.5-flash,coordination_game,Coordination Game,real,4,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,982,
10c25298,2026-06-29T00:43:26.262458,protected.gemini-2.5-flash,coordination_game,Coordination Game,real,1,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,377,
5d69a217,2026-06-29T00:43:32.209255,protected.gemini-2.5-flash,coordination_game,Coordination Game,real,2,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,687,
f138868f,2026-06-29T00:43:34.450688,protected.gemini-2.5-flash,coordination_game,Coordination Game,real,4,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,141,
27a66b71,2026-06-29T00:43:37.035849,protected.gemini-2.5-flash,coordination_game,Coordination Game,real,4,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,141,
aee41ac0,2026-06-29T00:43:39.241528,protected.gemini-2.5-flash,coordination_game,Coordination Game,real,1,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,110,
97ee6aec,2026-06-29T00:43:48.887074,protected.gemini-2.5-flash,coordination_game,Coordination Game,real,3,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,1462,
250655,2026-06-29T00:43:51.018758,protected.gemini-2.5-flash,coordination_game,Coordination Game,real,2,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,116,
8bf12d21,2026-06-29T00:43:53.172657,protected.gemini-2.5-flash,coordination_game,Coordination Game,real,2,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,116,
24ee82d1,2026-06-29T00:43:57.011626,protected.gemini-2.5-flash,coordination_game,Coordination Game,real,0,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,354,
bf57c33c,2026-06-29T00:44:00.132632,protected.gemini-2.5-flash,coordination_game,Coordination Game,real,1,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,110,
6e75f76a,2026-06-29T00:44:02.728323,protected.gemini-2.5-flash,coordination_game,Coordination Game,real,1,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,110,
f4ff6702,2026-06-29T00:44:05.319676,protected.gemini-2.5-flash,coordination_game,Coordination Game,real,1,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,110,
19bc7859,2026-06-29T00:44:07.568676,protected.gemini-2.5-flash,coordination_game,Coordination Game,real,1,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,110,
9b4ff878,2026-06-29T00:44:09.793281,protected.gemini-2.5-flash,coordination_game,Coordination Game,real,0,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,123,
826feb2a,2026-06-29T00:44:12.038707,protected.gemini-2.5-flash,coordination_game,Coordination Game,real,2,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,116,
fa68559e,2026-06-29T00:44:14.304314,protected.gemini-2.5-flash,coordination_game,Coordination Game,real,4,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,141,
97345f92,2026-06-29T00:44:16.453761,protected.gemini-2.5-flash,coordination_game,Coordination Game,real,4,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,141,
0ffbed55,2026-06-29T00:44:18.949284,protected.gemini-2.5-flash,coordination_game,Coordination Game,real,1,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,110,
fc815ab8,2026-06-29T00:44:21.629525,protected.gemini-2.5-flash,coordination_game,Coordination Game,real,3,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,128,
6d23e13b,2026-06-29T00:44:24.234914,protected.gemini-2.5-flash,coordination_game,Coordination Game,real,4,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,141,
2d6eca36,2026-06-29T00:44:27.016431,protected.gemini-2.5-flash,coordination_game,Coordination Game,real,2,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,116,
5ad8a4e7,2026-06-29T00:44:29.149690,protected.gemini-2.5-flash,coordination_game,Coordination Game,real,1,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,110,
43f2de0d,2026-06-29T00:44:31.371825,protected.gemini-2.5-flash,coordination_game,Coordination Game,real,3,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,128,
8b4c44fe,2026-06-29T00:44:33.608689,protected.gemini-2.5-flash,coordination_game,Coordination Game,real,3,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,128,
8536ec3c,2026-06-29T00:44:35.769357,protected.gemini-2.5-flash,coordination_game,Coordination Game,real,3,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,128,
957ab117,2026-06-29T00:44:37.882640,protected.gemini-2.5-flash,coordination_game,Coordination Game,real,0,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,123,
5646b70c,2026-06-29T00:44:40.092285,protected.gemini-2.5-flash,coordination_game,Coordination Game,real,1,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,110,
dff917b9,2026-06-29T00:44:42.297286,protected.gemini-2.5-flash,coordination_game,Coordination Game,real,2,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,116,
0dc6bce7,2026-06-29T00:44:45.043084,protected.gemini-2.5-flash,coordination_game,Coordination Game,real,1,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,110,
45ae49e9,2026-06-29T00:45:07.811481,protected.gemini-2.5-flash,battle_of_sexes,Battle of the Sexes,real,3,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,4330,
f6b8d992,2026-06-29T00:45:10.085454,protected.gemini-2.5-flash,battle_of_sexes,Battle of the Sexes,real,3,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,151,
b0e7b8dd,2026-06-29T00:45:22.668381,protected.gemini-2.5-flash,battle_of_sexes,Battle of the Sexes,real,1,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,2374,
fea1ba5a,2026-06-29T00:45:25.295417,protected.gemini-2.5-flash,battle_of_sexes,Battle of the Sexes,real,3,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,151,
6fec513a,2026-06-29T00:45:27.495498,protected.gemini-2.5-flash,battle_of_sexes,Battle of the Sexes,real,1,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,158,
5cebfbe3,2026-06-29T00:45:29.665456,protected.gemini-2.5-flash,battle_of_sexes,Battle of the Sexes,real,1,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,158,
29453216,2026-06-29T00:45:43.216221,protected.gemini-2.5-flash,battle_of_sexes,Battle of the Sexes,real,0,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,2310,
e65b639e,2026-06-29T00:45:57.888346,protected.gemini-2.5-flash,battle_of_sexes,Battle of the Sexes,real,4,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,2727,
5a5fd310,2026-06-29T00:46:00.096906,protected.gemini-2.5-flash,battle_of_sexes,Battle of the Sexes,real,4,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,141,
aadce52f,2026-06-29T00:46:02.280939,protected.gemini-2.5-flash,battle_of_sexes,Battle of the Sexes,real,3,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,151,
ae15f910,2026-06-29T00:46:04.519884,protected.gemini-2.5-flash,battle_of_sexes,Battle of the Sexes,real,4,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,141,
c7427c7b,2026-06-29T00:46:07.112813,protected.gemini-2.5-flash,battle_of_sexes,Battle of the Sexes,real,0,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,167,
8c419de0,2026-06-29T00:46:09.295281,protected.gemini-2.5-flash,battle_of_sexes,Battle of the Sexes,real,1,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,158,
7ec38ed2,2026-06-29T00:46:11.472016,protected.gemini-2.5-flash,battle_of_sexes,Battle of the Sexes,real,3,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,151,
eb9762cc,2026-06-29T00:46:14.151347,protected.gemini-2.5-flash,battle_of_sexes,Battle of the Sexes,real,3,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,151,
8abb35ca,2026-06-29T00:46:20.350809,protected.gemini-2.5-flash,battle_of_sexes,Battle of the Sexes,real,2,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,945,
5daf33ec,2026-06-29T00:46:22.978577,protected.gemini-2.5-flash,battle_of_sexes,Battle of the Sexes,real,3,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,151,
cb4f53e6,2026-06-29T00:46:25.190212,protected.gemini-2.5-flash,battle_of_sexes,Battle of the Sexes,real,4,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,141,
eff8b1c2,2026-06-29T00:46:27.385279,protected.gemini-2.5-flash,battle_of_sexes,Battle of the Sexes,real,0,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,167,
86f38977,2026-06-29T00:46:30.129955,protected.gemini-2.5-flash,battle_of_sexes,Battle of the Sexes,real,1,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,158,
