trial_id,timestamp,model,game,game_name,motivation,prompt_variant,nash_action,nash_type,nash_note,parsed_action,is_valid,is_nash,tokens_used,api_error
9826d62a,2026-06-28T01:42:02.339242,protected.Claude Sonnet 4.5,matching_pennies,Matching Pennies,real,3,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,279,
d5a893af,2026-06-28T01:42:05.093738,protected.Claude Sonnet 4.5,matching_pennies,Matching Pennies,real,3,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,279,
a207cde8,2026-06-28T01:42:07.219837,protected.Claude Sonnet 4.5,matching_pennies,Matching Pennies,real,3,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,279,
2aeecb58,2026-06-28T01:42:09.419432,protected.Claude Sonnet 4.5,matching_pennies,Matching Pennies,real,3,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,279,
5b4a3b4f,2026-06-28T01:42:11.329980,protected.Claude Sonnet 4.5,matching_pennies,Matching Pennies,real,2,"A,B",mixed,Mixed NE: play each with probability 0.5,B,True,True,301,
eefcb5d9,2026-06-28T01:42:13.309680,protected.Claude Sonnet 4.5,matching_pennies,Matching Pennies,real,4,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,299,
b180dff0,2026-06-28T01:42:15.186805,protected.Claude Sonnet 4.5,matching_pennies,Matching Pennies,real,1,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,288,
b208b701,2026-06-28T01:42:17.127579,protected.Claude Sonnet 4.5,matching_pennies,Matching Pennies,real,2,"A,B",mixed,Mixed NE: play each with probability 0.5,B,True,True,301,
b82c272a,2026-06-28T01:42:19.076506,protected.Claude Sonnet 4.5,matching_pennies,Matching Pennies,real,2,"A,B",mixed,Mixed NE: play each with probability 0.5,B,True,True,301,
df36f9b8,2026-06-28T01:42:21.009098,protected.Claude Sonnet 4.5,matching_pennies,Matching Pennies,real,4,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,299,
6e527e4d,2026-06-28T01:42:22.975306,protected.Claude Sonnet 4.5,matching_pennies,Matching Pennies,real,3,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,279,
0db7042c,2026-06-28T01:42:25.020555,protected.Claude Sonnet 4.5,matching_pennies,Matching Pennies,real,2,"A,B",mixed,Mixed NE: play each with probability 0.5,B,True,True,301,
c747e405,2026-06-28T01:42:27.463703,protected.Claude Sonnet 4.5,matching_pennies,Matching Pennies,real,2,"A,B",mixed,Mixed NE: play each with probability 0.5,B,True,True,301,
240f134d,2026-06-28T01:42:29.661562,protected.Claude Sonnet 4.5,matching_pennies,Matching Pennies,real,1,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,288,
3557a659,2026-06-28T01:42:38.864718,protected.Claude Sonnet 4.5,rock_paper_scissors,Rock Paper Scissors,real,2,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,473,
d0d81ab5,2026-06-28T01:42:44.589763,protected.Claude Sonnet 4.5,rock_paper_scissors,Rock Paper Scissors,real,1,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,308,
04eb60ae,2026-06-28T01:42:46.569465,protected.Claude Sonnet 4.5,rock_paper_scissors,Rock Paper Scissors,real,1,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,258,
4dbf2728,2026-06-28T01:42:48.466854,protected.Claude Sonnet 4.5,rock_paper_scissors,Rock Paper Scissors,real,1,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,258,
9f0e9eff,2026-06-28T01:42:54.064231,protected.Claude Sonnet 4.5,rock_paper_scissors,Rock Paper Scissors,real,3,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,326,
c17f06c9,2026-06-28T01:43:02.176538,protected.Claude Sonnet 4.5,rock_paper_scissors,Rock Paper Scissors,real,4,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,491,
b1b67fd4,2026-06-28T01:43:04.762444,protected.Claude Sonnet 4.5,rock_paper_scissors,Rock Paper Scissors,real,3,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,267,
1eff2966,2026-06-28T01:43:07.196346,protected.Claude Sonnet 4.5,rock_paper_scissors,Rock Paper Scissors,real,3,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,267,
4936de0c,2026-06-28T01:43:09.101827,protected.Claude Sonnet 4.5,rock_paper_scissors,Rock Paper Scissors,real,3,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,267,
b1f849e2,2026-06-28T01:43:10.979706,protected.Claude Sonnet 4.5,rock_paper_scissors,Rock Paper Scissors,real,3,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,267,
d0c9c43d,2026-06-28T01:43:12.983072,protected.Claude Sonnet 4.5,rock_paper_scissors,Rock Paper Scissors,real,2,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,408,
af6c954e,2026-06-28T01:43:14.937040,protected.Claude Sonnet 4.5,rock_paper_scissors,Rock Paper Scissors,real,1,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,258,
bee45f40,2026-06-28T01:43:17.323965,protected.Claude Sonnet 4.5,rock_paper_scissors,Rock Paper Scissors,real,3,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,267,
19e698f8,2026-06-28T01:43:19.238170,protected.Claude Sonnet 4.5,rock_paper_scissors,Rock Paper Scissors,real,3,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,267,
02978fc9,2026-06-28T01:43:25.555191,protected.Claude Sonnet 4.5,rock_paper_scissors,Rock Paper Scissors,real,0,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,317,
9f58f548,2026-06-28T01:43:27.545514,protected.Claude Sonnet 4.5,rock_paper_scissors,Rock Paper Scissors,real,0,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,266,
7e59a449,2026-06-28T01:43:29.480163,protected.Claude Sonnet 4.5,rock_paper_scissors,Rock Paper Scissors,real,0,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,266,
5c56506c,2026-06-28T01:43:31.413101,protected.Claude Sonnet 4.5,rock_paper_scissors,Rock Paper Scissors,real,3,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,267,
82f3d57a,2026-06-28T01:43:33.308790,protected.Claude Sonnet 4.5,rock_paper_scissors,Rock Paper Scissors,real,0,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,266,
68c53de6,2026-06-28T01:43:35.289151,protected.Claude Sonnet 4.5,rock_paper_scissors,Rock Paper Scissors,real,4,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,435,
52a0b6aa,2026-06-28T01:43:37.239481,protected.Claude Sonnet 4.5,rock_paper_scissors,Rock Paper Scissors,real,1,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,258,
8562582a,2026-06-28T01:43:39.174979,protected.Claude Sonnet 4.5,rock_paper_scissors,Rock Paper Scissors,real,1,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,258,
12f2bc6b,2026-06-28T01:43:41.326488,protected.Claude Sonnet 4.5,rock_paper_scissors,Rock Paper Scissors,real,0,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,266,
dc2fe54d,2026-06-28T01:43:43.338313,protected.Claude Sonnet 4.5,rock_paper_scissors,Rock Paper Scissors,real,1,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,258,
478d8f7c,2026-06-28T01:43:45.257167,protected.Claude Sonnet 4.5,rock_paper_scissors,Rock Paper Scissors,real,4,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,435,
a71c3a9c,2026-06-28T01:43:47.199102,protected.Claude Sonnet 4.5,rock_paper_scissors,Rock Paper Scissors,real,4,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,435,
f3787dbf,2026-06-28T01:43:49.281485,protected.Claude Sonnet 4.5,rock_paper_scissors,Rock Paper Scissors,real,3,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,267,
73a5f919,2026-06-28T01:43:51.225493,protected.Claude Sonnet 4.5,rock_paper_scissors,Rock Paper Scissors,real,4,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,435,
4baf5a98,2026-06-28T01:43:53.303791,protected.Claude Sonnet 4.5,rock_paper_scissors,Rock Paper Scissors,real,2,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,408,
b1ad9081,2026-06-28T01:43:55.359621,protected.Claude Sonnet 4.5,rock_paper_scissors,Rock Paper Scissors,real,3,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,267,
173ab326,2026-06-28T01:44:03.595715,protected.Claude Sonnet 4.5,coordination_game,Coordination Game,real,4,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,381,
a76b2999,2026-06-28T01:44:11.446779,protected.Claude Sonnet 4.5,coordination_game,Coordination Game,real,1,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,367,
ff265f08,2026-06-28T01:44:14.187567,protected.Claude Sonnet 4.5,coordination_game,Coordination Game,real,1,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,304,
5302636e,2026-06-28T01:44:22.356833,protected.Claude Sonnet 4.5,coordination_game,Coordination Game,real,0,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,376,
0c087f82,2026-06-28T01:44:30.699409,protected.Claude Sonnet 4.5,coordination_game,Coordination Game,real,3,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,383,
3fdb7034,2026-06-28T01:44:32.745246,protected.Claude Sonnet 4.5,coordination_game,Coordination Game,real,4,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,337,
8fe6f283,2026-06-28T01:44:34.748182,protected.Claude Sonnet 4.5,coordination_game,Coordination Game,real,3,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,326,
32490937,2026-06-28T01:44:36.718438,protected.Claude Sonnet 4.5,coordination_game,Coordination Game,real,3,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,326,
d4b94d1f,2026-06-28T01:44:38.728929,protected.Claude Sonnet 4.5,coordination_game,Coordination Game,real,0,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,327,
3b0e7092,2026-06-28T01:44:41.226123,protected.Claude Sonnet 4.5,coordination_game,Coordination Game,real,1,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,304,
3016018b,2026-06-28T01:44:43.221029,protected.Claude Sonnet 4.5,coordination_game,Coordination Game,real,4,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,337,
75eb8979,2026-06-28T01:44:45.225210,protected.Claude Sonnet 4.5,coordination_game,Coordination Game,real,3,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,326,
4af8302e,2026-06-28T01:44:53.276015,protected.Claude Sonnet 4.5,coordination_game,Coordination Game,real,2,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,383,
42dc2c07,2026-06-28T01:44:55.250250,protected.Claude Sonnet 4.5,coordination_game,Coordination Game,real,4,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,337,
3e5f190a,2026-06-28T01:44:57.335536,protected.Claude Sonnet 4.5,coordination_game,Coordination Game,real,4,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,337,
86408631,2026-06-28T01:44:59.456454,protected.Claude Sonnet 4.5,coordination_game,Coordination Game,real,0,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,327,
2b6ce098,2026-06-28T01:45:01.791418,protected.Claude Sonnet 4.5,coordination_game,Coordination Game,real,2,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,320,
529559b4,2026-06-28T01:45:03.873419,protected.Claude Sonnet 4.5,coordination_game,Coordination Game,real,1,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,304,
d67a310a,2026-06-28T01:45:05.888085,protected.Claude Sonnet 4.5,coordination_game,Coordination Game,real,2,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,320,
90f8f865,2026-06-28T01:45:08.511732,protected.Claude Sonnet 4.5,coordination_game,Coordination Game,real,4,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,337,
e7259059,2026-06-28T01:45:10.517338,protected.Claude Sonnet 4.5,coordination_game,Coordination Game,real,1,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,304,
03914d35,2026-06-28T01:45:12.483581,protected.Claude Sonnet 4.5,coordination_game,Coordination Game,real,4,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,337,
c4a875f6,2026-06-28T01:45:14.412562,protected.Claude Sonnet 4.5,coordination_game,Coordination Game,real,2,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,320,
dc988973,2026-06-28T01:45:16.392790,protected.Claude Sonnet 4.5,coordination_game,Coordination Game,real,1,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,304,
1b4b1117,2026-06-28T01:45:18.324931,protected.Claude Sonnet 4.5,coordination_game,Coordination Game,real,0,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,327,
9ad53bdc,2026-06-28T01:45:20.233134,protected.Claude Sonnet 4.5,coordination_game,Coordination Game,real,1,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,304,
ee561714,2026-06-28T01:45:22.123418,protected.Claude Sonnet 4.5,coordination_game,Coordination Game,real,0,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,327,
41267d51,2026-06-28T01:45:24.154365,protected.Claude Sonnet 4.5,coordination_game,Coordination Game,real,3,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,326,
8c7c36d3,2026-06-28T01:45:26.391008,protected.Claude Sonnet 4.5,coordination_game,Coordination Game,real,4,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,337,
6c5416cb,2026-06-28T01:45:28.554024,protected.Claude Sonnet 4.5,coordination_game,Coordination Game,real,0,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,327,
634a9dba,2026-06-28T01:45:40.319624,protected.Claude Sonnet 4.5,battle_of_sexes,Battle of the Sexes,real,4,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,605,
8f7257ca,2026-06-28T01:46:01.900684,protected.Claude Sonnet 4.5,battle_of_sexes,Battle of the Sexes,real,0,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,1076,
633cfca0,2026-06-28T01:46:16.293647,protected.Claude Sonnet 4.5,battle_of_sexes,Battle of the Sexes,real,3,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,738,
f2c622d8,2026-06-28T01:46:18.388677,protected.Claude Sonnet 4.5,battle_of_sexes,Battle of the Sexes,real,0,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,713,
9925f716,2026-06-28T01:46:20.390576,protected.Claude Sonnet 4.5,battle_of_sexes,Battle of the Sexes,real,4,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,533,
386c2361,2026-06-28T01:46:22.362252,protected.Claude Sonnet 4.5,battle_of_sexes,Battle of the Sexes,real,0,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,713,
b18d4d97,2026-06-28T01:46:24.495679,protected.Claude Sonnet 4.5,battle_of_sexes,Battle of the Sexes,real,0,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,713,
2bbaddf7,2026-06-28T01:46:38.994103,protected.Claude Sonnet 4.5,battle_of_sexes,Battle of the Sexes,real,1,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,730,
89c53543,2026-06-28T01:46:40.920727,protected.Claude Sonnet 4.5,battle_of_sexes,Battle of the Sexes,real,1,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,634,
f98e01fc,2026-06-28T01:46:43.056348,protected.Claude Sonnet 4.5,battle_of_sexes,Battle of the Sexes,real,4,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,533,
a85810a6,2026-06-28T01:46:45.193667,protected.Claude Sonnet 4.5,battle_of_sexes,Battle of the Sexes,real,4,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,533,
227c2b77,2026-06-28T01:46:47.212130,protected.Claude Sonnet 4.5,battle_of_sexes,Battle of the Sexes,real,4,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,533,
0bcbd60c,2026-06-28T01:46:49.336661,protected.Claude Sonnet 4.5,battle_of_sexes,Battle of the Sexes,real,3,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,667,
4dfa2198,2026-06-28T01:46:51.319608,protected.Claude Sonnet 4.5,battle_of_sexes,Battle of the Sexes,real,1,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,634,
4a84d0d6,2026-06-28T01:46:53.204637,protected.Claude Sonnet 4.5,battle_of_sexes,Battle of the Sexes,real,3,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,667,
82ad4024,2026-06-28T01:46:55.268924,protected.Claude Sonnet 4.5,battle_of_sexes,Battle of the Sexes,real,1,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,634,
78b07696,2026-06-28T01:47:04.574865,protected.Claude Sonnet 4.5,battle_of_sexes,Battle of the Sexes,real,2,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,520,
787b2334,2026-06-28T01:47:06.451276,protected.Claude Sonnet 4.5,battle_of_sexes,Battle of the Sexes,real,1,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,634,
