trial_id,timestamp,model,game,game_name,motivation,prompt_variant,nash_action,nash_type,nash_note,parsed_action,is_valid,is_nash,tokens_used,api_error
75060208,2026-06-27T01:03:27.668347,protected.Claude-Haiku-4.5,matching_pennies,Matching Pennies,real,3,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,145,
eefdf274,2026-06-27T01:03:29.657763,protected.Claude-Haiku-4.5,matching_pennies,Matching Pennies,real,0,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,125,
8b1282d5,2026-06-27T01:03:31.662722,protected.Claude-Haiku-4.5,matching_pennies,Matching Pennies,real,3,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,129,
e7f6424d,2026-06-27T01:03:33.695776,protected.Claude-Haiku-4.5,matching_pennies,Matching Pennies,real,2,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,154,
b55c4331,2026-06-27T01:03:35.734506,protected.Claude-Haiku-4.5,matching_pennies,Matching Pennies,real,0,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,125,
ae7208bf,2026-06-27T01:03:37.703788,protected.Claude-Haiku-4.5,matching_pennies,Matching Pennies,real,0,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,125,
ba4eac00,2026-06-27T01:03:39.821870,protected.Claude-Haiku-4.5,matching_pennies,Matching Pennies,real,0,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,125,
65e06ceb,2026-06-27T01:03:41.750282,protected.Claude-Haiku-4.5,matching_pennies,Matching Pennies,real,2,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,154,
bed5bf6f,2026-06-27T01:03:44.463886,protected.Claude-Haiku-4.5,matching_pennies,Matching Pennies,real,4,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,141,
354ba324,2026-06-27T01:03:46.419156,protected.Claude-Haiku-4.5,matching_pennies,Matching Pennies,real,4,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,131,
f10832d0,2026-06-27T01:03:48.461137,protected.Claude-Haiku-4.5,matching_pennies,Matching Pennies,real,3,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,129,
5d6c1225,2026-06-27T01:03:50.431471,protected.Claude-Haiku-4.5,matching_pennies,Matching Pennies,real,4,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,131,
c10b4d8d,2026-06-27T01:03:52.374057,protected.Claude-Haiku-4.5,matching_pennies,Matching Pennies,real,0,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,125,
9cdee415,2026-06-27T01:03:54.359351,protected.Claude-Haiku-4.5,matching_pennies,Matching Pennies,real,4,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,131,
fa3d0ba7,2026-06-27T01:03:56.319194,protected.Claude-Haiku-4.5,matching_pennies,Matching Pennies,real,0,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,125,
fdfb3937,2026-06-27T01:03:58.328144,protected.Claude-Haiku-4.5,matching_pennies,Matching Pennies,real,0,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,125,
d006fd57,2026-06-27T01:04:00.289226,protected.Claude-Haiku-4.5,matching_pennies,Matching Pennies,real,2,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,154,
8c01f285,2026-06-27T01:04:02.225830,protected.Claude-Haiku-4.5,matching_pennies,Matching Pennies,real,4,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,131,
93f7884d,2026-06-27T01:04:04.117413,protected.Claude-Haiku-4.5,matching_pennies,Matching Pennies,real,3,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,129,
61f1b7bc,2026-06-27T01:04:06.149283,protected.Claude-Haiku-4.5,matching_pennies,Matching Pennies,real,2,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,154,
901ce917,2026-06-27T01:04:08.610071,protected.Claude-Haiku-4.5,matching_pennies,Matching Pennies,real,3,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,129,
0cda954a,2026-06-27T01:04:10.555671,protected.Claude-Haiku-4.5,matching_pennies,Matching Pennies,real,4,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,131,
f5959af7,2026-06-27T01:04:12.476843,protected.Claude-Haiku-4.5,matching_pennies,Matching Pennies,real,4,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,131,
04c0a993,2026-06-27T01:04:15.150619,protected.Claude-Haiku-4.5,matching_pennies,Matching Pennies,real,4,"A,B",mixed,Mixed NE: play each with probability 0.5,A,True,True,131,
ea6e8a57,2026-06-27T01:04:17.895599,protected.Claude-Haiku-4.5,rock_paper_scissors,Rock Paper Scissors,real,0,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,139,
efefb40c,2026-06-27T01:04:20.891689,protected.Claude-Haiku-4.5,rock_paper_scissors,Rock Paper Scissors,real,3,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,146,
1d32edbf,2026-06-27T01:04:22.830002,protected.Claude-Haiku-4.5,rock_paper_scissors,Rock Paper Scissors,real,0,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,132,
49ca7590,2026-06-27T01:04:24.737950,protected.Claude-Haiku-4.5,rock_paper_scissors,Rock Paper Scissors,real,3,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,133,
cadb1108,2026-06-27T01:04:27.465109,protected.Claude-Haiku-4.5,rock_paper_scissors,Rock Paper Scissors,real,1,"A,B,C",mixed,Mixed NE: play each with probability 1/3,C,True,True,144,
43e7d6d3,2026-06-27T01:04:29.392173,protected.Claude-Haiku-4.5,rock_paper_scissors,Rock Paper Scissors,real,3,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,133,
0335eb0e,2026-06-27T01:04:32.272043,protected.Claude-Haiku-4.5,rock_paper_scissors,Rock Paper Scissors,real,2,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,145,
32acfeb2,2026-06-27T01:04:34.305473,protected.Claude-Haiku-4.5,rock_paper_scissors,Rock Paper Scissors,real,0,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,132,
3c0bba6e,2026-06-27T01:04:36.342688,protected.Claude-Haiku-4.5,rock_paper_scissors,Rock Paper Scissors,real,3,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,133,
a265f4bd,2026-06-27T01:04:38.428427,protected.Claude-Haiku-4.5,rock_paper_scissors,Rock Paper Scissors,real,2,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,136,
06a77eca,2026-06-27T01:04:40.488602,protected.Claude-Haiku-4.5,rock_paper_scissors,Rock Paper Scissors,real,2,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,136,
fb42c94c,2026-06-27T01:04:42.458406,protected.Claude-Haiku-4.5,rock_paper_scissors,Rock Paper Scissors,real,2,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,136,
01fc7391,2026-06-27T01:04:44.939005,protected.Claude-Haiku-4.5,rock_paper_scissors,Rock Paper Scissors,real,1,"A,B,C",mixed,Mixed NE: play each with probability 1/3,C,True,True,136,
e4b54f69,2026-06-27T01:04:47.655507,protected.Claude-Haiku-4.5,rock_paper_scissors,Rock Paper Scissors,real,4,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,175,
973cda46,2026-06-27T01:04:49.677174,protected.Claude-Haiku-4.5,rock_paper_scissors,Rock Paper Scissors,real,1,"A,B,C",mixed,Mixed NE: play each with probability 1/3,C,True,True,136,
5ae9cddd,2026-06-27T01:04:52.200619,protected.Claude-Haiku-4.5,rock_paper_scissors,Rock Paper Scissors,real,2,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,136,
26f49dbc,2026-06-27T01:04:54.177692,protected.Claude-Haiku-4.5,rock_paper_scissors,Rock Paper Scissors,real,0,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,132,
4bd3fec1,2026-06-27T01:04:56.221107,protected.Claude-Haiku-4.5,rock_paper_scissors,Rock Paper Scissors,real,1,"A,B,C",mixed,Mixed NE: play each with probability 1/3,C,True,True,136,
59a355dc,2026-06-27T01:04:58.211422,protected.Claude-Haiku-4.5,rock_paper_scissors,Rock Paper Scissors,real,2,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,136,
e237987d,2026-06-27T01:05:00.905696,protected.Claude-Haiku-4.5,rock_paper_scissors,Rock Paper Scissors,real,4,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,166,
7b1647ca,2026-06-27T01:05:02.892724,protected.Claude-Haiku-4.5,rock_paper_scissors,Rock Paper Scissors,real,1,"A,B,C",mixed,Mixed NE: play each with probability 1/3,C,True,True,136,
49cccf28,2026-06-27T01:05:04.872921,protected.Claude-Haiku-4.5,rock_paper_scissors,Rock Paper Scissors,real,0,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,132,
1e6dac05,2026-06-27T01:05:06.866113,protected.Claude-Haiku-4.5,rock_paper_scissors,Rock Paper Scissors,real,2,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,136,
1d86ffcf,2026-06-27T01:05:08.897161,protected.Claude-Haiku-4.5,rock_paper_scissors,Rock Paper Scissors,real,1,"A,B,C",mixed,Mixed NE: play each with probability 1/3,C,True,True,136,
507eb2cd,2026-06-27T01:05:10.895981,protected.Claude-Haiku-4.5,rock_paper_scissors,Rock Paper Scissors,real,2,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,136,
b6a1245e,2026-06-27T01:05:12.855347,protected.Claude-Haiku-4.5,rock_paper_scissors,Rock Paper Scissors,real,4,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,166,
2fc7b1ee,2026-06-27T01:05:14.842840,protected.Claude-Haiku-4.5,rock_paper_scissors,Rock Paper Scissors,real,3,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,133,
df377bbb,2026-06-27T01:05:17.058903,protected.Claude-Haiku-4.5,rock_paper_scissors,Rock Paper Scissors,real,1,"A,B,C",mixed,Mixed NE: play each with probability 1/3,C,True,True,136,
6d4eba44,2026-06-27T01:05:18.996597,protected.Claude-Haiku-4.5,rock_paper_scissors,Rock Paper Scissors,real,2,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,136,
7825c8d9,2026-06-27T01:05:20.952378,protected.Claude-Haiku-4.5,rock_paper_scissors,Rock Paper Scissors,real,2,"A,B,C",mixed,Mixed NE: play each with probability 1/3,B,True,True,136,
9be127e2,2026-06-27T01:05:26.120140,protected.Claude-Haiku-4.5,coordination_game,Coordination Game,real,2,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,125,
23a72770,2026-06-27T01:05:28.843047,protected.Claude-Haiku-4.5,coordination_game,Coordination Game,real,4,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,145,
0777d5a1,2026-06-27T01:05:30.785541,protected.Claude-Haiku-4.5,coordination_game,Coordination Game,real,4,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,141,
44e47a2c,2026-06-27T01:05:32.727302,protected.Claude-Haiku-4.5,coordination_game,Coordination Game,real,4,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,141,
ac9e9915,2026-06-27T01:05:35.683472,protected.Claude-Haiku-4.5,coordination_game,Coordination Game,real,0,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,133,
a7c497e3,2026-06-27T01:05:37.748625,protected.Claude-Haiku-4.5,coordination_game,Coordination Game,real,0,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,123,
edfd1678,2026-06-27T01:05:41.689848,protected.Claude-Haiku-4.5,coordination_game,Coordination Game,real,1,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,124,
167c0eaf,2026-06-27T01:05:43.799229,protected.Claude-Haiku-4.5,coordination_game,Coordination Game,real,1,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,110,
0df9f57f,2026-06-27T01:05:46.007025,protected.Claude-Haiku-4.5,coordination_game,Coordination Game,real,4,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,141,
3b6d445a,2026-06-27T01:05:48.847013,protected.Claude-Haiku-4.5,coordination_game,Coordination Game,real,3,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,138,
a24900d5,2026-06-27T01:05:50.962872,protected.Claude-Haiku-4.5,coordination_game,Coordination Game,real,1,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,110,
5b6cd423,2026-06-27T01:05:53.093867,protected.Claude-Haiku-4.5,coordination_game,Coordination Game,real,4,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,141,
7ad63dc3,2026-06-27T01:05:55.218477,protected.Claude-Haiku-4.5,coordination_game,Coordination Game,real,1,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,110,
724b1f12,2026-06-27T01:05:57.356820,protected.Claude-Haiku-4.5,coordination_game,Coordination Game,real,0,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,123,
de83a14a,2026-06-27T01:05:59.468932,protected.Claude-Haiku-4.5,coordination_game,Coordination Game,real,0,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,123,
0903fea8,2026-06-27T01:06:01.926501,protected.Claude-Haiku-4.5,coordination_game,Coordination Game,real,4,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,141,
0686e5d5,2026-06-27T01:06:03.866145,protected.Claude-Haiku-4.5,coordination_game,Coordination Game,real,1,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,110,
848acf9c,2026-06-27T01:06:06.433837,protected.Claude-Haiku-4.5,coordination_game,Coordination Game,real,4,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,141,
00b276d3,2026-06-27T01:06:08.599223,protected.Claude-Haiku-4.5,coordination_game,Coordination Game,real,4,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,141,
31774639,2026-06-27T01:06:10.682628,protected.Claude-Haiku-4.5,coordination_game,Coordination Game,real,0,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,123,
efd46cc4,2026-06-27T01:06:12.671725,protected.Claude-Haiku-4.5,coordination_game,Coordination Game,real,1,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,110,
0b798a4e,2026-06-27T01:06:14.645102,protected.Claude-Haiku-4.5,coordination_game,Coordination Game,real,2,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,116,
81f2eaa5,2026-06-27T01:06:16.572003,protected.Claude-Haiku-4.5,coordination_game,Coordination Game,real,4,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,141,
d682a3d8,2026-06-27T01:06:18.598032,protected.Claude-Haiku-4.5,coordination_game,Coordination Game,real,2,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,116,
4fd8223a,2026-06-27T01:06:20.652196,protected.Claude-Haiku-4.5,coordination_game,Coordination Game,real,3,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,128,
3bf50db6,2026-06-27T01:06:22.609635,protected.Claude-Haiku-4.5,coordination_game,Coordination Game,real,0,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,123,
2b498b2f,2026-06-27T01:06:24.547605,protected.Claude-Haiku-4.5,coordination_game,Coordination Game,real,2,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,116,
4908aae3,2026-06-27T01:06:26.613187,protected.Claude-Haiku-4.5,coordination_game,Coordination Game,real,1,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,110,
3b90fa32,2026-06-27T01:06:29.172147,protected.Claude-Haiku-4.5,coordination_game,Coordination Game,real,3,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,128,
77409ecf,2026-06-27T01:06:31.163070,protected.Claude-Haiku-4.5,coordination_game,Coordination Game,real,0,"A,B",multiple,"Two pure NE: (A,A) and (B,B). Tests focal point selection.",A,True,True,123,
b193878f,2026-06-27T01:06:34.082964,protected.Claude-Haiku-4.5,battle_of_sexes,Battle of the Sexes,real,3,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,160,
59e0f280,2026-06-27T01:06:36.829847,protected.Claude-Haiku-4.5,battle_of_sexes,Battle of the Sexes,real,1,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,178,
62e59a04,2026-06-27T01:06:39.604464,protected.Claude-Haiku-4.5,battle_of_sexes,Battle of the Sexes,real,4,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,145,
cdafc1e3,2026-06-27T01:06:42.596723,protected.Claude-Haiku-4.5,battle_of_sexes,Battle of the Sexes,real,2,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,154,
d2b26a68,2026-06-27T01:06:44.649850,protected.Claude-Haiku-4.5,battle_of_sexes,Battle of the Sexes,real,3,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,151,
b849a0a9,2026-06-27T01:06:46.694833,protected.Claude-Haiku-4.5,battle_of_sexes,Battle of the Sexes,real,4,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,141,
4ca6269e,2026-06-27T01:06:48.796514,protected.Claude-Haiku-4.5,battle_of_sexes,Battle of the Sexes,real,3,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,151,
b6728ede,2026-06-27T01:06:51.435845,protected.Claude-Haiku-4.5,battle_of_sexes,Battle of the Sexes,real,0,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,179,
49f9b836,2026-06-27T01:06:53.564787,protected.Claude-Haiku-4.5,battle_of_sexes,Battle of the Sexes,real,0,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,167,
6387daa8,2026-06-27T01:06:55.518231,protected.Claude-Haiku-4.5,battle_of_sexes,Battle of the Sexes,real,3,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,151,
aac9c557,2026-06-27T01:06:57.662963,protected.Claude-Haiku-4.5,battle_of_sexes,Battle of the Sexes,real,0,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,167,
3ed107a1,2026-06-27T01:07:00.390665,protected.Claude-Haiku-4.5,battle_of_sexes,Battle of the Sexes,real,2,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,144,
57baebdf,2026-06-27T01:07:02.441734,protected.Claude-Haiku-4.5,battle_of_sexes,Battle of the Sexes,real,3,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,151,
030f9fbd,2026-06-27T01:07:04.539080,protected.Claude-Haiku-4.5,battle_of_sexes,Battle of the Sexes,real,0,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,167,
f988a8ac,2026-06-27T01:07:06.629160,protected.Claude-Haiku-4.5,battle_of_sexes,Battle of the Sexes,real,0,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,167,
593623e4,2026-06-27T01:07:08.674847,protected.Claude-Haiku-4.5,battle_of_sexes,Battle of the Sexes,real,2,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,144,
d247e625,2026-06-27T01:07:10.692002,protected.Claude-Haiku-4.5,battle_of_sexes,Battle of the Sexes,real,1,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,158,
b979544d,2026-06-27T01:07:12.671864,protected.Claude-Haiku-4.5,battle_of_sexes,Battle of the Sexes,real,1,"A,B",multiple,"Two pure NE: (A,A) preferred by Player 1; (B,B) preferred by Player 2",A,True,True,158,
