trial_id,model,thinking,family,game,game_name,motivation,game_category,has_think_block,think_length,output_length,parsed_action,nash_action,played_nash,nash_mentioned,nash_accepted,nash_rejected,dominant_mentioned,dominant_accepted,dominant_rejected,cooperate_mentioned,cooperate_accepted,cooperate_rejected,defect_mentioned,defect_accepted,defect_rejected,risk_mentioned,risk_accepted,risk_rejected,rational_mentioned,rational_accepted,rational_rejected,fairness_mentioned,fairness_accepted,fairness_rejected,opponent_mentioned,opponent_accepted,opponent_rejected,maximin_mentioned,maximin_accepted,maximin_rejected,payoff_mentioned,payoff_accepted,payoff_rejected,alignment_category
f9d3b02c,Claude-Haiku-5.2,False,Claude,public_goods,Public Goods Game,reasoning,n_player,False,0,1802,A,['A'],True,False,False,False,True,False,False,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,identifies_follows
c4b6d632,Claude-Haiku-5.2,False,Claude,public_goods,Public Goods Game,reasoning,n_player,False,0,1893,A,['A'],True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,identifies_follows
ee6b5f13,Claude-Haiku-5.2,False,Claude,public_goods,Public Goods Game,reasoning,n_player,False,0,1624,nan,['A'],False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,identifies_rejects
20841eff,Claude-Haiku-5.2,False,Claude,public_goods,Public Goods Game,reasoning,n_player,False,0,1640,A,['A'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,incidental_nash
acb319a8,Claude-Haiku-5.2,False,Claude,public_goods,Public Goods Game,reasoning,n_player,False,0,1640,A,['A'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,incidental_nash
eea695da,Claude-Haiku-5.2,False,Claude,public_goods,Public Goods Game,reasoning,n_player,False,0,1624,nan,['A'],False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,identifies_rejects
6385d9e5,Claude-Haiku-5.2,False,Claude,public_goods,Public Goods Game,reasoning,n_player,False,0,1640,A,['A'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,incidental_nash
ae85b1b4,Claude-Haiku-5.2,False,Claude,public_goods,Public Goods Game,reasoning,n_player,False,0,1640,A,['A'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,incidental_nash
d1ce52a5,Claude-Haiku-5.2,False,Claude,public_goods,Public Goods Game,reasoning,n_player,False,0,1444,C,['A'],False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,consistent_deviation
5df461e2,Claude-Haiku-5.2,False,Claude,public_goods,Public Goods Game,reasoning,n_player,False,0,1802,A,['A'],True,False,False,False,True,False,False,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,identifies_follows
d0b015aa,gpt-5.5,False,OpenAI,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,False,0,773,A,['A'],True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,incidental_nash
50f9481e,gpt-5.5,False,OpenAI,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,False,0,1030,E,['A'],False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,identifies_rejects
bf93964c,gpt-5.5,False,OpenAI,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,False,0,572,A,['A'],True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,incidental_nash
b8c790b0,gpt-5.5,False,OpenAI,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,False,0,1030,E,['A'],False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,identifies_rejects
450d310f,gpt-5.5,False,OpenAI,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,False,0,644,A,['A'],True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,incidental_nash
e0b9dc02,gpt-5.5,False,OpenAI,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,False,0,773,A,['A'],True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,incidental_nash
0c052bc7,gpt-5.5,False,OpenAI,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,False,0,3,nan,['A'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,consistent_deviation
ffab8694,gpt-5.5,False,OpenAI,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,False,0,572,A,['A'],True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,incidental_nash
0e7b7740,gpt-5.5,False,OpenAI,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,False,0,644,A,['A'],True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,incidental_nash
0b81118e,gpt-5.5,False,OpenAI,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,False,0,572,A,['A'],True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,incidental_nash
e925d7f4,gpt-5.5,False,OpenAI,public_goods,Public Goods Game,reasoning,n_player,False,0,854,A,['A'],True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,identifies_follows
ed95e4c4,gpt-5.5,False,OpenAI,public_goods,Public Goods Game,reasoning,n_player,False,0,773,A,['A'],True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,identifies_follows
d83d6eb9,gpt-5.5,False,OpenAI,public_goods,Public Goods Game,reasoning,n_player,False,0,1020,A,['A'],True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,identifies_follows
2f0d0efd,gpt-5.5,False,OpenAI,public_goods,Public Goods Game,reasoning,n_player,False,0,854,A,['A'],True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,identifies_follows
c2d74af8,gpt-5.5,False,OpenAI,public_goods,Public Goods Game,reasoning,n_player,False,0,814,A,['A'],True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,identifies_follows
c8d21233,gpt-5.5,False,OpenAI,public_goods,Public Goods Game,reasoning,n_player,False,0,854,A,['A'],True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,identifies_follows
6b2ede17,gpt-5.5,False,OpenAI,public_goods,Public Goods Game,reasoning,n_player,False,0,854,A,['A'],True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,identifies_follows
54219bd8,gpt-5.5,False,OpenAI,public_goods,Public Goods Game,reasoning,n_player,False,0,773,A,['A'],True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,identifies_follows
c7bbd938,gpt-5.5,False,OpenAI,public_goods,Public Goods Game,reasoning,n_player,False,0,814,A,['A'],True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,identifies_follows
93b395fe,gpt-5.5,False,OpenAI,public_goods,Public Goods Game,reasoning,n_player,False,0,1020,A,['A'],True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,identifies_follows
b10fe289,gemini-2.5-flash-lite,False,Google,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,False,0,18361,A,['A'],True,True,False,False,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,identifies_follows
6ed7da4e,gemini-2.5-flash-lite,False,Google,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,False,0,9276,A,['A'],True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,True,False,identifies_follows
f1607062,gemini-2.5-flash-lite,False,Google,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,False,0,11603,A,['A'],True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,identifies_follows
73484610,gemini-2.5-flash-lite,False,Google,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,False,0,11603,A,['A'],True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,identifies_follows
8728b128,gemini-2.5-flash-lite,False,Google,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,False,0,5542,A,['A'],True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,True,False,identifies_follows
07378210,gemini-2.5-flash-lite,False,Google,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,False,0,11603,A,['A'],True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,identifies_follows
fea6c997,gemini-2.5-flash-lite,False,Google,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,False,0,11603,A,['A'],True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,identifies_follows
bc1cf64f,gemini-2.5-flash-lite,False,Google,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,False,0,13513,A,['A'],True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,identifies_follows
b6327dd9,gemini-2.5-flash-lite,False,Google,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,False,0,5542,A,['A'],True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,True,False,identifies_follows
7045f565,gemini-2.5-flash-lite,False,Google,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,False,0,13513,A,['A'],True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,identifies_follows
da0ff532,gemini-2.5-flash-lite,False,Google,public_goods,Public Goods Game,reasoning,n_player,False,0,6449,A,['A'],True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,identifies_follows
ef498493,gemini-2.5-flash-lite,False,Google,public_goods,Public Goods Game,reasoning,n_player,False,0,7400,A,['A'],True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,identifies_follows
a54a96a7,gemini-2.5-flash-lite,False,Google,public_goods,Public Goods Game,reasoning,n_player,False,0,6449,A,['A'],True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,identifies_follows
e6e04146,gemini-2.5-flash-lite,False,Google,public_goods,Public Goods Game,reasoning,n_player,False,0,6449,A,['A'],True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,identifies_follows
2b6000e2,gemini-2.5-flash-lite,False,Google,public_goods,Public Goods Game,reasoning,n_player,False,0,7400,A,['A'],True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,identifies_follows
78ce4420,gemini-2.5-flash-lite,False,Google,public_goods,Public Goods Game,reasoning,n_player,False,0,17564,A,['A'],True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,identifies_follows
a02f4a68,gemini-2.5-flash-lite,False,Google,public_goods,Public Goods Game,reasoning,n_player,False,0,3,nan,['A'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,consistent_deviation
1e80a7ac,gemini-2.5-flash-lite,False,Google,public_goods,Public Goods Game,reasoning,n_player,False,0,3,nan,['A'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,consistent_deviation
edafdf27,gemini-2.5-flash-lite,False,Google,public_goods,Public Goods Game,reasoning,n_player,False,0,7400,A,['A'],True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,identifies_follows
1a1c879f,gemini-2.5-flash-lite,False,Google,public_goods,Public Goods Game,reasoning,n_player,False,0,3,nan,['A'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,consistent_deviation
b4f1a8fd,Claude Sonnet 4.5,True,Claude,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,True,2213,1542,A,['A'],True,True,False,True,True,False,False,False,False,False,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,identifies_follows
807ce513,Claude Sonnet 4.5,True,Claude,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,True,2213,1542,A,['A'],True,True,False,True,True,False,False,False,False,False,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,identifies_follows
06e6b2c9,Claude Sonnet 4.5,True,Claude,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,True,1833,1397,A,['A'],True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,False,False,identifies_follows
1362be7d,Claude Sonnet 4.5,True,Claude,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,True,1969,1314,A,['A'],True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,True,False,False,True,False,True,True,False,False,True,False,True,identifies_follows
96971a03,Claude Sonnet 4.5,True,Claude,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,True,1504,1319,A,['A'],True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,True,False,False,identifies_follows
d59fefe6,Claude Sonnet 4.5,True,Claude,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,True,1504,1319,A,['A'],True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,True,False,False,identifies_follows
fdd75207,Claude Sonnet 4.5,True,Claude,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,True,1969,1314,A,['A'],True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,True,False,False,True,False,True,True,False,False,True,False,True,identifies_follows
16c0e900,Claude Sonnet 4.5,True,Claude,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,True,2213,1542,A,['A'],True,True,False,True,True,False,False,False,False,False,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,identifies_follows
31625598,Claude Sonnet 4.5,True,Claude,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,True,1504,1319,A,['A'],True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,True,False,False,identifies_follows
792b507c,Claude Sonnet 4.5,True,Claude,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,True,1833,1397,A,['A'],True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,False,False,identifies_follows
44bbe463,Claude Sonnet 4.5,True,Claude,public_goods,Public Goods Game,reasoning,n_player,True,2385,1311,A,['A'],True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,identifies_follows
4b04b7f8,Claude Sonnet 4.5,True,Claude,public_goods,Public Goods Game,reasoning,n_player,True,1711,1477,A,['A'],True,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,identifies_follows
bcd72992,Claude Sonnet 4.5,True,Claude,public_goods,Public Goods Game,reasoning,n_player,True,1711,1477,A,['A'],True,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,identifies_follows
7b13640e,Claude Sonnet 4.5,True,Claude,public_goods,Public Goods Game,reasoning,n_player,True,2385,1311,A,['A'],True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,identifies_follows
7ebd6446,Claude Sonnet 4.5,True,Claude,public_goods,Public Goods Game,reasoning,n_player,True,2021,1467,B,['A'],False,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,identifies_rejects
0d8aeec7,Claude Sonnet 4.5,True,Claude,public_goods,Public Goods Game,reasoning,n_player,True,2429,1484,A,['A'],True,True,False,True,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,identifies_follows
f61c5ffd,Claude Sonnet 4.5,True,Claude,public_goods,Public Goods Game,reasoning,n_player,True,1711,1477,A,['A'],True,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,identifies_follows
b7697695,Claude Sonnet 4.5,True,Claude,public_goods,Public Goods Game,reasoning,n_player,True,2429,1484,A,['A'],True,True,False,True,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,identifies_follows
339c2dd3,Claude Sonnet 4.5,True,Claude,public_goods,Public Goods Game,reasoning,n_player,True,1711,1477,A,['A'],True,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,identifies_follows
b7af6167,Claude Sonnet 4.5,True,Claude,public_goods,Public Goods Game,reasoning,n_player,True,2385,1311,A,['A'],True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,identifies_follows
63f54c03,o4-mini,True,OpenAI,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,False,0,1057,A,['A'],True,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,identifies_follows
d5340464,o4-mini,True,OpenAI,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,False,0,1057,A,['A'],True,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,identifies_follows
1b76e3f1,o4-mini,True,OpenAI,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,False,0,394,A,['A'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,incidental_nash
4f15fc09,o4-mini,True,OpenAI,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,False,0,394,A,['A'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,incidental_nash
f043da38,o4-mini,True,OpenAI,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,False,0,1734,E,['A'],False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,identifies_rejects
b5d505c0,o4-mini,True,OpenAI,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,False,0,1057,A,['A'],True,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,identifies_follows
f9a2adef,o4-mini,True,OpenAI,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,False,0,812,A,['A'],True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,identifies_follows
41a46ff8,o4-mini,True,OpenAI,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,False,0,1057,A,['A'],True,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,identifies_follows
e90e0be4,o4-mini,True,OpenAI,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,False,0,1318,A,['A'],True,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,identifies_follows
3b6a06a3,o4-mini,True,OpenAI,travelers_dilemma,Traveler's Dilemma,reasoning,pure_iesds,False,0,1057,A,['A'],True,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,identifies_follows
4a692e61,o4-mini,True,OpenAI,public_goods,Public Goods Game,reasoning,n_player,False,0,798,A,['A'],True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,identifies_follows
c1599cfb,o4-mini,True,OpenAI,public_goods,Public Goods Game,reasoning,n_player,False,0,1040,A,['A'],True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,identifies_follows
40738b53,o4-mini,True,OpenAI,public_goods,Public Goods Game,reasoning,n_player,False,0,1040,A,['A'],True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,identifies_follows
0a204363,o4-mini,True,OpenAI,public_goods,Public Goods Game,reasoning,n_player,False,0,1040,A,['A'],True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,identifies_follows
d7737d87,o4-mini,True,OpenAI,public_goods,Public Goods Game,reasoning,n_player,False,0,798,A,['A'],True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,identifies_follows
e38682bc,o4-mini,True,OpenAI,public_goods,Public Goods Game,reasoning,n_player,False,0,1118,A,['A'],True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,identifies_follows
aac59577,o4-mini,True,OpenAI,public_goods,Public Goods Game,reasoning,n_player,False,0,1154,A,['A'],True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,identifies_follows
07d1cf03,o4-mini,True,OpenAI,public_goods,Public Goods Game,reasoning,n_player,False,0,798,A,['A'],True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,identifies_follows
2bcb2487,o4-mini,True,OpenAI,public_goods,Public Goods Game,reasoning,n_player,False,0,1381,A,['A'],True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,identifies_follows
67180546,o4-mini,True,OpenAI,public_goods,Public Goods Game,reasoning,n_player,False,0,1154,A,['A'],True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,identifies_follows
